"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904867","GO:1904867","protein localization to Cajal body","7/2489","12/18860",0.583333333333333,4.42011517342976,4.62096726606998,0.000298079660382727,0.00738480142218681,0.00643996091111603,"6950/7203/10576/908/10575/10574/1736",7
"GO:0010332","GO:0010332","response to gamma radiation","17/2489","53/18860",0.320754716981132,2.4304676425328,4.06621544138962,0.000306769964819801,0.00756907933606407,0.00660066158460823,"3297/5888/2547/2625/596/142/578/11200/7516/545/2177/5591/404672/2876/85453/10269/598",17
"GO:0003015","GO:0003015","heart process","57/2489","275/18860",0.207272727272727,1.5705759888966,3.71648795953123,0.000314900684267947,0.00773810827804773,0.00674806429958871,"1756/1908/10699/2946/6647/23327/5608/775/776/157378/3320/1113/6330/3753/6332/9631/79191/125111/4607/4842/8620/2280/5770/801/1910/7067/3764/8913/805/6329/9722/10059/478/7135/488/79717/2931/6543/55151/3768/7068/50507/7341/2132/6547/10874/6640/2876/10467/476/6720/477/58498/10269/1824/998/6328",57
"GO:0051299","GO:0051299","centrosome separation","9/2489","19/18860",0.473684210526316,3.58926645661965,4.40286880971621,0.000316805220379789,0.00775339091982116,0.00676139162012352,"5902/3832/56992/1111/5347/6790/4751/55968/23636",9
"GO:0030901","GO:0030901","midbrain development","25/2489","93/18860",0.268817204301075,2.03691943476026,3.90861807487334,0.000320808717696757,0.00781971249385844,0.00681922775138097,"60/8655/84630/1340/57447/7533/3939/51377/3340/445582/10971/27089/9143/59345/801/4722/4009/805/2019/7707/5810/6422/8323/998/4929",25
"GO:0045727","GO:0045727","positive regulation of translation","38/2489","164/18860",0.231707317073171,1.75572519083969,3.79005618017256,0.000324882697437017,0.00788219695358051,0.00687371770380587,"1153/3192/3673/1994/9775/27303/3692/6009/127933/1660/23/6451/5436/63935/7532/2932/9978/26986/1981/29081/6741/55226/4904/5591/64121/170506/8087/4690/60558/22868/10492/708/51441/22849/8663/54915/3184/65094",38
"GO:0018279","GO:0018279","protein N-linked glycosylation via asparagine","15/2489","44/18860",0.340909090909091,2.58318419226414,4.09947559431863,0.000325980022894148,0.00788219695358051,0.00687371770380587,"10195/116150/79053/79087/57171/8813/200185/58505/84061/6480/1603/22845/79868/3703/6184",15
"GO:1903828","GO:1903828","negative regulation of protein localization","48/2489","222/18860",0.216216216216216,1.63834384806663,3.73048832483131,0.000334030019105325,0.00804466719319399,0.00701540086256854,"6672/4345/3667/7295/580/10959/6833/23327/285381/347/7534/2693/56943/2665/5781/415116/1173/1113/7529/2932/29934/1213/79651/382/55968/9500/8620/3418/2308/2810/689/9538/55737/64121/7415/1445/150/58476/51208/7341/127018/54585/10961/6720/1595/5525/51715/598",48
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","59/2489","288/18860",0.204861111111111,1.55230235257355,3.68279863769149,0.000343904326437689,0.00824960973538028,0.00719412225062634,"8614/1051/10959/1388/596/23435/57003/5034/578/811/51506/2932/7184/84900/10134/9131/5295/79139/26003/11124/1981/55161/11253/5770/10987/2907/3764/3708/1965/27113/9616/8406/81502/7494/488/7415/4690/10613/54499/2923/8975/80267/23753/1649/51060/10961/55210/4976/9601/11236/84899/6449/5706/10130/9217/26608/10952/29979/598",59
"GO:0000212","GO:0000212","meiotic spindle organization","10/2489","23/18860",0.434782608695652,3.29449578143833,4.29318385012096,0.000349090455708443,0.00834091622433809,0.00727374662861611,"259266/1642/9133/6790/4342/10403/26271/7283/4627/5728",10
"GO:0006760","GO:0006760","folic acid-containing compound metabolic process","11/2489","27/18860",0.407407407407407,3.08706456556999,4.231478979782,0.000352349160476149,0.00838563257904851,0.00731274179720081,"10797/7298/10588/6472/81034/471/8836/160428/60496/25902/4522",11
"GO:0007044","GO:0007044","cell-substrate junction assembly","26/2489","99/18860",0.262626262626263,1.99000856292941,3.85090434334264,0.000366428822308117,0.00868651855236301,0.00757513123681755,"667/3673/1072/55901/7145/3909/1308/596/347/10391/1613/57669/6281/7422/9616/55920/7248/23332/23603/10580/4323/22998/6422/2335/5796/5728",26
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","31/2489","126/18860",0.246031746031746,1.86426626362344,3.79534928165704,0.00037280003116606,0.00880303198593294,0.00767673748388005,"8626/11065/898/891/6241/81610/2146/332/1111/990/51514/8317/51433/51529/1019/6240/11200/993/7027/1981/26271/9787/9134/286053/55920/8451/51692/5514/991/301/5962",31
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","14/2489","40/18860",0.35,2.65206910405785,4.07833193259318,0.000375904422598926,0.00884179857825101,0.00771054412605129,"5166/10157/5230/5160/4830/47/1738/32/8050/5163/79717/51268/3157/4598",14
"GO:0007006","GO:0007006","mitochondrial membrane organization","30/2489","121/18860",0.247933884297521,1.87867941255574,3.78080348734854,0.000399457698513872,0.00932325014485079,0.00813039688745161,"56993/292/26521/401505/596/10989/578/23788/293/2932/28978/3099/140823/79135/92609/3313/25813/2931/100188893/10651/8834/51079/27069/203245/282991/4976/54927/7417/26519/598",30
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","30/2489","121/18860",0.247933884297521,1.87867941255574,3.78080348734854,0.000399457698513872,0.00932325014485079,0.00813039688745161,"6672/2737/7295/5587/1894/580/127933/23435/347/1660/5781/3320/7529/5901/2932/1029/5295/9972/10541/2810/9538/7514/7545/7494/22916/11052/54888/7341/7175/51715",30
"GO:0005996","GO:0005996","monosaccharide metabolic process","56/2489","272/18860",0.205882352941176,1.5600406494458,3.62762047922312,0.000421475044292461,0.00979929477979971,0.00854553450128196,"8864/5166/283871/5230/9563/2908/3667/7355/5160/2683/3939/2821/388962/7167/7874/1642/2597/2519/347/9852/5223/6513/6097/4485/51094/55276/11091/8445/3099/57818/2023/2819/2171/22934/2308/32/11164/5163/3487/3953/2931/10580/119391/51422/10165/25948/2529/80146/27294/477/10269/51171/5467/79411/2805/3607",56
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","43/2489","195/18860",0.220512820512821,1.67090068094488,3.6719411784113,0.00042926464672934,0.00994216394436345,0.00867012442355529,"53832/4282/6647/596/63979/142/5034/23788/6498/54700/5478/3190/114971/4841/10134/3070/6421/2023/5770/3301/2907/1032/27113/9538/55031/960/7494/6387/4690/51499/3315/1649/8382/51060/10961/2876/4976/3091/3065/29979/5604/219790/598",43
"GO:0051290","GO:0051290","protein heterotetramerization","8/2489","16/18860",0.5,3.78867014865408,4.35115711725608,0.000436176944199207,0.010025435846708,0.00874274219151342,"6241/5310/7923/6240/11052/5311/84869/11051",8
"GO:0099116","GO:0099116","tRNA 5'-end processing","8/2489","16/18860",0.5,3.78867014865408,4.35115711725608,0.000436176944199207,0.010025435846708,0.00874274219151342,"79897/3028/10775/6741/10248/10557/10940/10799",8
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","40/2489","178/18860",0.224719101123595,1.70277310051869,3.67322576226959,0.000447972699135195,0.0102575566904252,0.0089451645824125,"1869/898/60/6241/51270/5310/2146/596/990/9928/5933/86/6240/1029/7027/1981/1032/6597/3398/9134/1031/5977/55159/5591/51499/8451/51692/91607/5311/5721/5515/81853/29117/6601/301/144455/3624/5962/5728/1022",40
"GO:0016236","GO:0016236","macroautophagy","77/2489","403/18860",0.19106699751861,1.44777965978344,3.54299470517834,0.000470439427071028,0.0107313446665825,0.00935833426324412,"292/51028/1994/841/2773/51160/51471/7874/6009/2597/525/79443/533/100287932/79643/527/51534/81631/7319/51506/9978/11200/10075/83933/3162/55968/3099/55254/11178/801/8396/8992/8673/1965/9538/7416/55737/7248/84932/64121/10059/223082/6721/488/7415/81624/836/245973/8454/2931/25934/1452/84971/58476/7251/128866/22930/23192/11140/51100/8100/523/27102/25978/823/6720/57132/3091/11331/8508/8767/51715/55207/534/9114/55613/29979",77
"GO:0034101","GO:0034101","erythrocyte homeostasis","38/2489","167/18860",0.227544910179641,1.72418521735156,3.66524122186841,0.000474707442737056,0.0107879943283666,0.00940773594470589,"29127/3192/292/3040/3202/2821/2625/3815/28982/54892/3148/5052/3162/3049/55646/55027/7067/7422/3398/6772/2624/1054/5591/3313/2038/92/3043/81624/836/3039/3050/6777/10661/103/3091/3624/23456/10365",38
"GO:0008088","GO:0008088","axo-dendritic transport","23/2489","85/18860",0.270588235294118,2.05033913927162,3.78427957245208,0.000494196372956939,0.0111888279944745,0.00975728537657541,"667/3800/5813/3192/5874/6647/4137/55605/6421/127829/3799/9001/57576/6780/1778/24137/3315/1176/282991/4976/3091/55207/23287",23
"GO:0000077","GO:0000077","DNA damage checkpoint signaling","29/2489","117/18860",0.247863247863248,1.87814417625587,3.71512454966618,0.000497266460556521,0.0112163274405379,0.00978126643545583,"1869/5888/63967/580/1111/84444/51514/5781/5347/641/4436/54962/11200/29980/545/79858/261726/2177/55159/5591/51499/79968/8451/5810/5514/165918/25896/146956/80198",29
"GO:0046653","GO:0046653","tetrahydrofolate metabolic process","9/2489","20/18860",0.45,3.40980313378867,4.20426698833761,0.000508789052939961,0.0113912215741558,0.00993378392640673,"10797/7298/10588/6472/471/160428/60496/25902/4522",9
"GO:0090201","GO:0090201","negative regulation of release of cytochrome c from mitochondria","9/2489","20/18860",0.45,3.40980313378867,4.20426698833761,0.000508789052939961,0.0113912215741558,0.00993378392640673,"578/5716/51499/2537/27069/2876/4976/4000/598",9
"GO:0033598","GO:0033598","mammary gland epithelial cell proliferation","11/2489","28/18860",0.392857142857143,2.97681225965678,4.08159954648084,0.000511579431350861,0.0114114304889888,0.00995140723326902,"2099/1051/3202/2625/90780/1029/3398/8600/2876/6778/11331",11
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","34/2489","145/18860",0.23448275862069,1.77675565592053,3.66106705988366,0.000518483490355777,0.0114429255297188,0.00997887267473452,"891/23560/2029/9833/63967/1063/890/580/332/1111/990/51514/8317/5243/9928/5347/641/6790/1019/7319/9088/6240/11200/29980/993/5885/545/801/26271/6502/84930/805/55920/991",34
"GO:0006413","GO:0006413","translational initiation","37/2489","162/18860",0.228395061728395,1.73062710494075,3.64158023799155,0.000518670239064177,0.0114429255297188,0.00997887267473452,"28985/3692/6009/127933/56888/4686/23/6451/5436/4076/9470/7532/2932/9086/7884/28969/1981/10987/1967/1965/10480/64121/8087/1975/22916/4690/3315/7175/51441/27102/55210/8663/1968/54915/4528/1982/8891",37
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","37/2489","162/18860",0.228395061728395,1.73062710494075,3.64158023799155,0.000518670239064177,0.0114429255297188,0.00997887267473452,"891/23560/2029/9833/63967/1063/890/580/332/1111/152110/990/51514/8317/5243/9928/9133/5347/641/6790/1019/7319/9088/6240/11200/29980/993/5885/545/801/10403/26271/6502/84930/805/55920/991",37
"GO:0030150","GO:0030150","protein import into mitochondrial matrix","10/2489","24/18860",0.416666666666667,3.1572251238784,4.12326192690784,0.000528029858059697,0.0115650017825031,0.0100853300120632,"56993/10440/134266/100287932/3320/140823/92609/25813/3308/80273",10
"GO:0090231","GO:0090231","regulation of spindle checkpoint","10/2489","24/18860",0.416666666666667,3.1572251238784,4.12326192690784,0.000528029858059697,0.0115650017825031,0.0100853300120632,"891/11130/4085/55143/332/10403/51143/7175/348654/3619",10
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","30/2489","123/18860",0.24390243902439,1.84813177983126,3.6795951549253,0.00053739327096374,0.0117275896136311,0.0102271157172199,"8550/4282/7874/1111/596/5608/9521/6790/22925/23246/54700/8533/9978/3190/11200/55003/1029/8805/8445/6659/5716/545/6597/960/51499/4291/23212/9816/10467/10269",30
"GO:0001682","GO:0001682","tRNA 5'-leader removal","7/2489","13/18860",0.538461538461538,4.08010631393516,4.33162091675936,0.000572228691446462,0.0124428864740786,0.0108508946867243,"79897/10775/6741/10248/10557/10940/10799",7
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","77/2489","406/18860",0.189655172413793,1.43708178052396,3.47147975227538,0.000590158810313027,0.0127867742234489,0.0111507840862012,"1524/8626/6672/53832/3297/292/4282/6647/596/3574/63979/142/5034/578/23788/9521/6498/54700/5478/293/3148/2932/3190/114971/4841/10134/4150/3162/28978/3070/6421/2023/9500/11124/5716/55179/5770/3301/2907/1032/27113/8406/9538/55031/960/7494/6387/3383/4690/51499/2537/3084/2923/653/51741/6422/8772/8600/27069/3315/1649/8382/51060/10961/2876/4976/6376/3091/3624/4000/8742/3065/29979/5604/219790/598/4929",77
"GO:0002183","GO:0002183","cytoplasmic translational initiation","16/2489","51/18860",0.313725490196078,2.3772047991555,3.84003282306041,0.000603329076137183,0.0130254438044617,0.0113589173432143,"28985/4686/6451/2932/7884/1981/1967/10480/8087/1975/22916/4690/51441/8663/1968/8891",16
"GO:0006986","GO:0006986","response to unfolded protein","35/2489","152/18860",0.230263157894737,1.74478230530122,3.59477437908196,0.000617998660043895,0.0132946686831507,0.011593696533058,"8614/3336/3297/3329/3312/10959/1388/578/135138/3320/5295/79139/26003/55161/5770/10987/3301/1965/27113/9616/7494/7415/4690/80267/3315/1649/3308/55210/84899/871/3338/9217/23471/26608/23456",35
"GO:0048872","GO:0048872","homeostasis of number of cells","71/2489","369/18860",0.192411924119241,1.45797062631133,3.46421455334067,0.000625377160048911,0.0134056912499846,0.01169051443645,"1524/114928/29127/3192/292/4282/2146/3040/3202/2821/6647/2625/596/3574/3815/28982/54892/7373/5781/578/9133/30061/23788/6498/54700/3148/7846/5052/3162/6659/3049/55646/55027/7067/7422/2178/3398/6772/2624/3845/1054/5591/3313/2038/92/3043/81624/836/8456/2271/222236/5515/3039/132299/10603/8772/3050/6777/10661/103/174/10467/54542/3091/3707/1291/301/3624/4522/23456/10365",71
"GO:0045132","GO:0045132","meiotic chromosome segregation","25/2489","97/18860",0.257731958762887,1.95292275703818,3.66882165464455,0.000637819183665011,0.0136240882164487,0.011880968836877,"898/7272/10051/11130/259266/9319/1642/83540/9133/10097/5347/6790/10744/10096/4342/9232/23397/10403/26271/2177/9134/84057/29893/10592/5728",25
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","36/2489","158/18860",0.227848101265823,1.72648259938667,3.57555866539765,0.000641976915114591,0.0136646142671398,0.0119163098254035,"2737/5587/1894/6950/23435/347/7534/142/5347/7203/3320/10576/7529/5901/2932/1029/5295/9500/908/4931/10575/9538/10574/51068/64121/7037/7545/7494/1387/51208/7341/705/6612/7175/51715/4000",36
"GO:0051653","GO:0051653","spindle localization","19/2489","66/18860",0.287878787878788,2.18135554013417,3.74866950378098,0.000648950324390887,0.013764577933133,0.0120034837471821,"51203/259266/1072/4085/10615/10097/5347/22919/10096/4342/1058/55968/10403/23332/3837/5080/1778/6993/4627",19
"GO:0045740","GO:0045740","positive regulation of DNA replication","14/2489","42/18860",0.333333333333333,2.52578009910272,3.85979317152068,0.000662703026510439,0.0140071321512434,0.0122150046255586,"58525/8317/5111/1660/993/79733/11124/1763/11177/10361/27101/144455/8467/81620",14
"GO:0060047","GO:0060047","heart contraction","54/2489","265/18860",0.20377358490566,1.54406179643261,3.47782120478923,0.000682288278156155,0.0141794742692922,0.0123652966158401,"1756/1908/10699/2946/6647/23327/5608/775/776/157378/3320/1113/6330/3753/6332/9631/79191/125111/4607/4842/8620/2280/5770/801/1910/7067/3764/8913/805/6329/9722/10059/478/7135/488/2931/6543/55151/3768/7068/7341/2132/6547/10874/6640/2876/476/6720/477/58498/10269/1824/998/6328",54
"GO:0031440","GO:0031440","regulation of mRNA 3'-end processing","6/2489","10/18860",0.6,4.54640417838489,4.37387862305209,0.000684930767019576,0.0141794742692922,0.0123652966158401,"891/580/4686/64506/170506/22916",6
"GO:0035999","GO:0035999","tetrahydrofolate interconversion","6/2489","10/18860",0.6,4.54640417838489,4.37387862305209,0.000684930767019576,0.0141794742692922,0.0123652966158401,"10797/7298/10588/6472/25902/4522",6
"GO:0070344","GO:0070344","regulation of fat cell proliferation","6/2489","10/18860",0.6,4.54640417838489,4.37387862305209,0.000684930767019576,0.0141794742692922,0.0123652966158401,"8864/1869/79068/1871/7027/5467",6
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","6/2489","10/18860",0.6,4.54640417838489,4.37387862305209,0.000684930767019576,0.0141794742692922,0.0123652966158401,"6950/7203/10576/908/10575/10574",6
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","6/2489","10/18860",0.6,4.54640417838489,4.37387862305209,0.000684930767019576,0.0141794742692922,0.0123652966158401,"6950/7203/10576/908/10575/10574",6
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","8/2489","17/18860",0.470588235294118,3.56580719873325,4.12674496624274,0.000728848355532495,0.0150371614648257,0.0131132479414648,"7272/11130/9133/9088/993/4342/10403/991",8
"GO:0050685","GO:0050685","positive regulation of mRNA processing","13/2489","38/18860",0.342105263157895,2.59224799644753,3.83092631870786,0.000775020471536257,0.0159147974987603,0.0138785957727206,"1153/891/3167/29896/9588/1207/4686/26528/170506/22916/283375/6625/4691",13
"GO:0006740","GO:0006740","NADPH regeneration","10/2489","25/18860",0.4,3.03093611892326,3.96202881452022,0.000776652648822875,0.0159147974987603,0.0138785957727206,"6120/9563/6888/22934/32/51071/48/23530/160428/7086",10
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","30/2489","126/18860",0.238095238095238,1.80412864221623,3.53126020654783,0.00082275133944742,0.0168024724559448,0.0146526981079398,"54443/51203/29127/10112/1072/1894/55143/3925/332/11113/55165/10097/5347/79643/10096/10788/9493/5921/1058/382/23636/375/10617/24137/128866/26586/25978/57132/3619/79998",30
"GO:0002262","GO:0002262","myeloid cell homeostasis","43/2489","201/18860",0.213930348258706,1.62102304867786,3.45140353491966,0.000832115797991495,0.0169364983126552,0.0147695761699146,"29127/3192/292/3040/3202/2821/6647/2625/3815/28982/54892/578/3148/5052/3162/3049/55646/55027/7067/7422/3398/6772/2624/1054/5591/3313/2038/92/3043/81624/836/3039/3050/6777/10661/103/3091/3707/301/3624/4522/23456/10365",43
"GO:0045739","GO:0045739","positive regulation of DNA repair","33/2489","143/18860",0.230769230769231,1.7486169916865,3.50383586023046,0.000835666821046044,0.0169516977624944,0.0147828309424182,"60/7336/10635/8914/51377/5111/142/1660/10097/86/10459/83933/7398/6597/6502/29844/5977/1054/5591/9643/1387/6944/2271/8089/165918/29117/2521/150275/6601/93973/7528/11284/55183",33
"GO:0006221","GO:0006221","pyrimidine nucleotide biosynthetic process","12/2489","34/18860",0.352941176470588,2.67435539904994,3.8101515703359,0.000894009803243171,0.0180142975353499,0.015709477525059,"26289/5631/4830/7298/9519/9497/1633/8382/7372/7371/51727/4833",12
"GO:0042558","GO:0042558","pteridine-containing compound metabolic process","12/2489","34/18860",0.352941176470588,2.67435539904994,3.8101515703359,0.000894009803243171,0.0180142975353499,0.015709477525059,"10797/7298/10588/84105/6472/81034/471/8836/160428/60496/25902/4522",12
"GO:0071806","GO:0071806","protein transmembrane transport","21/2489","78/18860",0.269230769230769,2.04005315696758,3.58893914301214,0.000914724272129935,0.0183704592193537,0.0160200704837444,"56993/10440/3329/134266/100287932/3320/5194/9131/140823/131474/1910/23480/92609/25813/8239/3308/10855/80273/563/23471/10952",21
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","26/2489","105/18860",0.247619047619048,1.87629378790488,3.51091263405387,0.000961736005085413,0.0192506428832494,0.0167876399911738,"11065/898/891/6241/332/1111/990/51514/8317/51433/51529/1019/6240/993/7027/1981/26271/9787/9134/286053/55920/8451/51692/991/301/5962",26
"GO:0051452","GO:0051452","intracellular pH reduction","17/2489","58/18860",0.293103448275862,2.22094456990067,3.63113248339478,0.000981860046124406,0.0195885939895117,0.0170823523049888,"10159/203547/596/525/533/252839/527/8992/9296/51463/1657/9497/523/3916/9114/25932/537",17
"GO:0030218","GO:0030218","erythrocyte differentiation","35/2489","156/18860",0.224358974358974,1.70004429747298,3.42337715971806,0.00101422562270093,0.0198431276115714,0.0173043198953027,"29127/3192/292/3040/3202/2625/3815/28982/54892/3148/3049/55646/55027/7067/7422/3398/6772/2624/1054/5591/3313/2038/92/3043/81624/836/3039/3050/6777/10661/103/3091/3624/23456/10365",35
"GO:0006177","GO:0006177","GMP biosynthetic process","7/2489","14/18860",0.5,3.78867014865408,4.06991881836977,0.00101431371910266,0.0198431276115714,0.0173043198953027,"8833/5471/3251/10606/2618/353/471",7
"GO:0007100","GO:0007100","mitotic centrosome separation","7/2489","14/18860",0.5,3.78867014865408,4.06991881836977,0.00101431371910266,0.0198431276115714,0.0173043198953027,"5902/3832/1111/6790/4751/55968/23636",7
"GO:0048388","GO:0048388","endosomal lumen acidification","7/2489","14/18860",0.5,3.78867014865408,4.06991881836977,0.00101431371910266,0.0198431276115714,0.0173043198953027,"10159/533/252839/527/9296/523/537",7
"GO:0051255","GO:0051255","spindle midzone assembly","7/2489","14/18860",0.5,3.78867014865408,4.06991881836977,0.00101431371910266,0.0198431276115714,0.0173043198953027,"29127/9055/55143/332/9493/24137/3619",7
"GO:0090435","GO:0090435","protein localization to nuclear envelope","7/2489","14/18860",0.5,3.78867014865408,4.06991881836977,0.00101431371910266,0.0198431276115714,0.0173043198953027,"4001/84823/5347/9631/10430/7341/4000",7
"GO:0050684","GO:0050684","regulation of mRNA processing","32/2489","139/18860",0.23021582733813,1.74442366556735,3.43476654282212,0.0010365159581773,0.0201096596556624,0.0175367507823877,"1153/891/4857/3167/11030/3192/6732/10181/29896/580/9588/1207/4686/1660/26528/10921/3191/10521/3190/22827/64506/170506/54502/22916/283375/91746/79171/708/4116/6625/55110/4691",32
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","27/2489","111/18860",0.243243243243243,1.84313682907496,3.47379886798673,0.00103791791771161,0.0201096596556624,0.0175367507823877,"8626/1869/4282/596/23612/578/23788/4436/6498/3190/11200/5295/8445/1032/2810/27113/9538/55031/5591/960/6387/51499/2956/7132/27141/598/54541",27
"GO:0090398","GO:0090398","cellular senescence","27/2489","111/18860",0.243243243243243,1.84313682907496,3.47379886798673,0.00103791791771161,0.0201096596556624,0.0175367507823877,"8626/10769/8550/4282/87178/5608/79677/5933/9521/22925/811/1029/6839/23636/26271/3398/4904/286053/3845/4726/4976/5609/10269/4000/64785/5728/5604",27
"GO:0032886","GO:0032886","regulation of microtubule-based process","55/2489","276/18860",0.199275362318841,1.50997723315923,3.32789722317221,0.00105978941379534,0.0204678179117982,0.0178490848639216,"22974/10769/3192/5310/81669/3925/85458/81930/84084/339829/4137/10615/55605/5347/22919/6790/79643/583/9793/10460/2932/1213/51072/79959/10297/3476/23636/89795/55226/27124/10733/9001/7514/57606/23332/1104/26973/81624/2931/84722/1778/899/5515/128866/7175/26586/26054/348654/25978/57132/79809/80321/3916/79998/2342",55
"GO:0045454","GO:0045454","cell redox homeostasis","14/2489","44/18860",0.318181818181818,2.41097191277987,3.6535514622831,0.00111601860974654,0.0214851353373179,0.0187362427006727,"10549/7295/388962/654483/9588/5052/4842/7296/51218/51022/23530/1649/51027/2876",14
"GO:0030534","GO:0030534","adult behavior","35/2489","157/18860",0.222929936305732,1.68921598984577,3.38130002824304,0.00114271357792636,0.0219292177097297,0.0191235074294243,"10752/1476/4909/2695/2693/372/525/3066/583/85358/1394/7846/1949/6905/1138/6623/1137/57502/3398/7248/7545/6387/2019/9378/4985/8772/4097/477/10269/23287/123803/26090/5728/7200/4929",35
"GO:0097401","GO:0097401","synaptic vesicle lumen acidification","8/2489","18/18860",0.444444444444444,3.36770679880363,3.91863531765818,0.00116088000520611,0.0221372859036938,0.0193049545610898,"10159/525/527/9296/523/534/9114/537",8
"GO:1901978","GO:1901978","positive regulation of cell cycle checkpoint","8/2489","18/18860",0.444444444444444,3.36770679880363,3.91863531765818,0.00116088000520611,0.0221372859036938,0.0193049545610898,"4085/55143/332/10403/51143/7175/348654/3619",8
"GO:0048857","GO:0048857","neural nucleus development","19/2489","69/18860",0.27536231884058,2.08651399491094,3.52548684144577,0.00117458086601379,0.0222911165686263,0.0194391035263037,"60/8655/84630/1340/57447/7533/3939/596/445582/10971/3753/9143/59345/801/4722/805/7707/5810/998",19
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","9/2489","22/18860",0.409090909090909,3.09982103071697,3.842469239756,0.00117639657964372,0.0222911165686263,0.0194391035263037,"11065/55143/332/51433/51529/9787/286053/991/3619",9
"GO:0048511","GO:0048511","rhythmic process","59/2489","302/18860",0.195364238410596,1.48034131636153,3.28111917216289,0.00118000947923249,0.0222911165686263,0.0194391035263037,"11335/8864/2099/4915/3192/1960/4783/79723/2146/7153/8914/7874/23435/51514/1642/5243/5111/142/4327/1660/3066/94233/5241/6097/445/79365/4704/2932/4841/10075/5764/6839/6421/9500/4887/5156/3398/5591/10059/8087/1387/836/8451/4192/8239/10874/6777/5500/174/56729/6720/1291/3184/3624/4800/3065/5728/2673/285382",59
"GO:0006220","GO:0006220","pyrimidine nucleotide metabolic process","16/2489","54/18860",0.296296296296296,2.24513786586908,3.57273067654955,0.00120520928013004,0.0226962308360938,0.019792385882575,"26289/79661/5631/6996/4830/7298/79077/8930/9519/9497/1633/8382/7372/7371/51727/4833",16
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","17/2489","59/18860",0.288135593220339,2.18330144159727,3.54948298805088,0.00121215998301015,0.0227562332214172,0.0198447113269527,"79017/8739/596/538/578/5716/2810/27113/92609/26355/51499/2537/27069/2876/4976/4000/598",17
"GO:0033157","GO:0033157","regulation of intracellular protein transport","34/2489","152/18860",0.223684210526316,1.69493138229261,3.35416337163805,0.00125383701343214,0.0234657732080412,0.0204634699796909,"6672/2737/7295/5587/1894/580/127933/23435/347/5781/3320/7529/5901/2932/1029/1128/10134/5116/5295/6844/11235/5770/10541/2810/4946/9538/7514/7545/7494/6653/7341/51614/7175/51715",34
"GO:0044703","GO:0044703","multi-organism reproductive process","45/2489","217/18860",0.207373271889401,1.5713378496722,3.30064743918713,0.0012597861221412,0.0235043429269863,0.0204971049372421,"8614/43847/10699/2099/3297/3673/6647/10959/596/6833/64478/5243/2693/8528/142/26528/5241/811/6513/1394/7216/5764/2778/113/8620/7422/9191/3845/10038/92/150/2353/64750/708/150921/5744/6777/10661/2529/56848/29924/5467/154865/5104/2834",45
"GO:0006188","GO:0006188","IMP biosynthetic process","6/2489","11/18860",0.545454545454545,4.13309470762263,4.05284395559901,0.00133858729982881,0.0246700006934914,0.021513623868879,"5471/3251/10606/2618/353/471",6
"GO:0051987","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","6/2489","11/18860",0.545454545454545,4.13309470762263,4.05284395559901,0.00133858729982881,0.0246700006934914,0.021513623868879,"891/3192/55143/332/55920/3619",6
"GO:0070934","GO:0070934","CRD-mediated mRNA stabilization","6/2489","11/18860",0.545454545454545,4.13309470762263,4.05284395559901,0.00133858729982881,0.0246700006934914,0.021513623868879,"3192/1660/26986/4904/10492/3184",6
"GO:2000104","GO:2000104","negative regulation of DNA-templated DNA replication","6/2489","11/18860",0.545454545454545,4.13309470762263,4.05284395559901,0.00133858729982881,0.0246700006934914,0.021513623868879,"8655/8914/54962/26271/91607/81620",6
"GO:0032355","GO:0032355","response to estradiol","27/2489","113/18860",0.238938053097345,1.81051493829487,3.36952381285349,0.00138064466672451,0.0253677720679321,0.0221221196319192,"2099/3297/3673/890/841/2146/1788/2821/81930/5243/2693/5111/811/445/9131/10628/8930/4324/836/6422/6777/2876/117/1277/3184/5457/4488",27
